label,channel,activity,mobility,complexity
0,Fp2-F4,8.150337666822969e-10,1.1673224786278733,1.404750157063157
0,F4-C4,9.618256809199096e-10,0.6549074421647952,2.592900864591984
0,C4-P4,9.664075588433168e-10,0.126946250025529,8.490593157306508
0,P4-O2,1.3371208770509421e-09,0.0972778841755906,13.171848900558645
0,Fp1-F3,3.723760782975616e-09,0.8203724245843352,1.822129757363326
0,F3-C3,4.3118396452546213e-10,0.7102719907164908,1.9476836438413445
0,C3-P3,3.710707292419696e-09,0.07694395449771271,11.692116986477908
0,P3-O1,3.6135527079337607e-10,0.2728696367122074,4.130979236083367
0,Fp2-F8,7.026592015572573e-10,0.964518314529617,1.655087914572704
0,F8-T4,4.991537964598635e-10,0.2939375556648402,4.991004547193863
0,T4-T6,3.3322233016544326e-10,0.3078060607397827,4.374848575700219
0,T6-O2,5.385663569270962e-10,0.15764449054304264,8.761787059058042
0,Fp1-F7,3.0532770999430175e-09,0.7859953254818893,2.0104073918933794
0,F7-T3,1.5091608902912067e-09,0.4465353121638523,3.24255649301509
0,T3-T5,1.349183675763202e-09,0.3632612233037855,4.011150743794855
0,T5-O1,7.968632647923709e-10,0.13010126313840745,8.51607615776849
0,Fz-Cz,1.0921444795074722e-10,0.24271592144261675,4.804853305231556
0,Cz-Pz,1.60853199374079e-09,0.07818400925187075,13.369053502997645
0,Fp2-F4,1.307486985454647e-09,0.7091690476084026,2.299622033163213
0,F4-C4,1.658561486691308e-09,0.38454337694366275,4.5372829628205755
0,C4-P4,5.712310766096227e-10,0.06609048296710085,15.715590478312082
0,P4-O2,1.7922655478695296e-09,0.07566008607659586,16.069198996222372
0,Fp1-F3,1.072489176194481e-09,1.0570113207896805,1.4292598324569263
0,F3-C3,1.2962181864537362e-09,0.28056953352189345,4.924821586875756
0,C3-P3,2.588004864065752e-09,0.048675732749317205,20.6446639557356
0,P3-O1,4.578044775167243e-10,0.14516630114309018,8.687203891966233
0,Fp2-F8,4.575734235914846e-10,0.9982991601626722,1.5633643235388672
0,F8-T4,3.414602811849572e-10,0.2475760741823451,5.619940125319858
0,T4-T6,2.727932093211867e-10,0.1862477814003882,7.20433631051142
0,T6-O2,1.8219759928651068e-09,0.07175234943671466,17.731017024935486
0,Fp1-F7,1.371572158434032e-09,0.8998214218636978,1.735768016387562
0,F7-T3,1.8752381336577956e-10,0.9461794497920221,1.6145397225006355
0,T3-T5,4.328117404235343e-10,0.49881995720025146,3.098224515630931
0,T5-O1,8.222038393662822e-10,0.08338611954059294,14.740982804914665
0,Fz-Cz,2.0560121547362992e-10,0.1603162407110547,6.008387646462961
0,Cz-Pz,3.489473140173311e-09,0.03667590363631173,25.50470586642885
0,Fp2-F4,3.583381462129022e-10,0.40446803843526064,3.8055945106958187
0,F4-C4,1.0065802613582523e-10,0.4373327274495719,3.608022989103515
0,C4-P4,1.31643763565764e-09,0.0640762242035512,13.047143429613753
0,P4-O2,6.549067316107395e-10,0.11360288935655831,8.91892050162809
0,Fp1-F3,3.2891221736015515e-10,0.4950319968602714,2.74764508788572
0,F3-C3,9.233480497002399e-10,0.1288939643621429,10.011595107765883
0,C3-P3,3.7379264253603755e-09,0.041329985196344406,27.288460786718886
0,P3-O1,1.2856218941388107e-10,0.21595761850883888,4.852284554843517
0,Fp2-F8,2.489533153545499e-10,0.39288258391816,3.8002248449462965
0,F8-T4,1.2892476494896408e-10,0.12816478230379735,9.795470657157892
0,T4-T6,3.001419677558596e-09,0.06007704511831722,18.632122120306224
0,T6-O2,1.989561875749972e-10,0.18877346275426485,7.038674685809544
0,Fp1-F7,1.1090853265896834e-10,0.769307553361632,1.9221655435503922
0,F7-T3,3.8950270611516437e-10,0.23556245379337024,5.895018173047463
0,T3-T5,6.697141532379071e-09,0.051400569166540504,27.417360995670776
0,T5-O1,4.9492989501982474e-09,0.03131727468505239,31.465511324743687
0,Fz-Cz,2.3305649834407565e-10,0.11051721631284236,9.90164576060154
0,Cz-Pz,7.715835157788973e-10,0.06573657769519368,14.953094760259935
0,Fp2-F4,2.057003161349899e-10,0.6264836981187165,2.3614669361692098
0,F4-C4,5.381368444630689e-10,0.21120232030261235,7.304827643786114
0,C4-P4,1.3673586696972742e-10,0.13255758050345634,7.582328946345281
0,P4-O2,4.2828147624368264e-10,0.11857653961971884,9.880759022269304
0,Fp1-F3,3.16985941049687e-10,0.6183043582832694,2.237013847026954
0,F3-C3,1.9899175728868655e-10,0.24143991416187552,5.040557517845757
0,C3-P3,4.2244096584878626e-10,0.1329605904841874,7.404933717305855
0,P3-O1,1.020666846039777e-09,0.0835680100422098,11.018662246122537
0,Fp2-F8,5.606009017620936e-10,0.3561369311575662,4.264076820475271
0,F8-T4,9.263354967334401e-10,0.0664999668864222,14.437000989670542
0,T4-T6,2.7420124531934967e-09,0.058619345222346825,19.19088722626917
0,T6-O2,1.4342242432097355e-09,0.06197859549376407,21.96641391419048
0,Fp1-F7,3.1705826388414024e-10,0.5139691417930042,2.8333577572615294
0,F7-T3,1.1787683035113652e-10,0.31540324908775924,4.026251040788359
0,T3-T5,2.249799322172592e-09,0.0773653460598039,15.498120664610763
0,T5-O1,4.206092495832985e-09,0.030811655977069505,32.99539923661348
0,Fz-Cz,1.1085273808849804e-10,0.17603621786610368,6.153078818793964
0,Cz-Pz,5.573591692899914e-10,0.07776561837345315,13.341855946463436
0,Fp2-F4,1.4289973853381214e-09,0.36468647786172453,4.094672926651854
0,F4-C4,2.697951869417281e-09,0.12384888945087767,12.635049770620753
0,C4-P4,4.319660026238451e-10,0.07195359333336263,14.889818555473118
0,P4-O2,1.6021986840052428e-10,0.2077469697706674,5.325474047716083
0,Fp1-F3,1.0040940044517382e-09,0.4213049985881442,3.3519585406873134
0,F3-C3,5.961543099422521e-10,0.1667043824280489,7.940023702713977
0,C3-P3,1.6492537324790063e-09,0.06347703811942497,16.430362423654564
0,P3-O1,1.7413664581974063e-09,0.06008516178241188,16.316861756790612
0,Fp2-F8,3.915647348557073e-10,0.6049341669932617,2.4573633723438157
0,F8-T4,3.526566653362743e-10,0.11714183095491919,9.449768544181786
0,T4-T6,2.283869237036815e-09,0.061392691463950204,19.53099974577623
0,T6-O2,2.2706753374164202e-09,0.0605002393004212,21.76606825593194
0,Fp1-F7,5.762223586691029e-10,0.5319501651526987,2.7780529871771846
0,F7-T3,7.344360529403216e-10,0.16094420368013074,8.443100459967402
0,T3-T5,1.4163596746082646e-09,0.0850507431291389,14.097180737282807
0,T5-O1,4.809469148387967e-10,0.09593514495365063,10.64599636303465
0,Fz-Cz,8.317244093214228e-10,0.07010705398789858,13.164536338048897
0,Cz-Pz,2.039750571590915e-09,0.04095862393424511,24.841897754123018
0,Fp2-F4,1.6851971224952213e-09,0.48560532781257776,3.266700090175332
0,F4-C4,1.8065462749047483e-09,0.27732843379080974,5.981850663618436
0,C4-P4,1.5715003150809018e-09,0.04030641798527407,24.072995406915307
0,P4-O2,1.3075573656683005e-10,0.23470987612335767,4.81728581006559
0,Fp1-F3,4.858399716241974e-10,0.8685502066037756,1.6554472248625507
0,F3-C3,3.7852625911011116e-10,0.26732578795772527,4.915454999496297
0,C3-P3,1.9532782098369972e-10,0.18932747207549844,5.49330287139753
0,P3-O1,5.249838436185425e-10,0.11352165005835631,11.559683403348997
0,Fp2-F8,3.460281657016245e-10,0.9106534190065505,1.7014509846403085
0,F8-T4,8.452859769287182e-11,0.20101430100121928,6.699137416643012
0,T4-T6,3.301779729403692e-09,0.04310172257847136,28.393702136960833
0,T6-O2,8.126727494871299e-10,0.07957529918594208,15.952377220491712
0,Fp1-F7,6.813150825574566e-10,0.6563484278151589,2.268234962179846
0,F7-T3,1.584648428820139e-09,0.13896763888172306,9.462178981004254
0,T3-T5,8.509149764904679e-10,0.15054715711470884,7.737871940177529
0,T5-O1,3.6618517321816685e-10,0.11305868895687253,10.024055199382175
0,Fz-Cz,6.66488951232467e-10,0.08772897587651703,11.00137286832962
0,Cz-Pz,9.16116059353341e-10,0.07027810440437528,12.896724802372134
0,Fp2-F4,1.5389162557282426e-09,0.5850167423319123,2.599595527499043
0,F4-C4,6.099522267862391e-10,0.48858239813435633,3.3342577831099147
0,C4-P4,4.0359710924144713e-10,0.09229613757840482,10.032082668389146
0,P4-O2,1.082270617243564e-09,0.0940368972653228,14.605360179760048
