label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
0,Fp2-F4,-4.596391049824798e-05,-9.999408104782667,-9.999511523581289,-3.612901211679011e-05,-9.999580359977887,-9.999797134050588,4.772134509113269e-05,-10.000272865413683,-9.99979565196277,-1.2111866991500277e-05,-9.999240253293316,-9.999524882167616
0,F4-C4,-0.01229476422484113,-9.94412816784805,-9.971791387353942,-0.0005978679581667706,-9.99454597650769,-9.99813318425669,-0.0005273788294065376,-9.993160399615283,-9.998434187909348,-8.23415138133667e-06,-9.999751197638076,-9.999944700195538
0,C4-P4,-0.006917619565333535,-9.96773788113335,-9.98330252515535,-0.00017387987965429425,-9.997173103780417,-9.998216383058343,-2.6645017452225957e-05,-9.999575725824668,-9.99984217599919,-7.102057916204286e-07,-9.99997222426751,-9.999988914103614
0,P4-O2,-0.0019173296512542913,-9.992508778019126,-9.996822769734448,7.053487390863614e-05,-9.999932408287389,-9.999509199043937,-7.582985213773826e-05,-9.999095550343094,-9.999853848864472,-4.1911117226575083e-07,-9.999984520585773,-9.999994369698321
0,Fp1-F3,-0.00215796937869609,-9.992341880180721,-9.997197311282788,0.00010049831991316052,-9.998799855946386,-9.998196866026907,-8.617490140822292e-05,-9.998841245808208,-9.99970299482229,-1.837914208866498e-05,-9.999372152995942,-9.999804062835025
0,F3-C3,-0.011374218312233736,-9.954444695421744,-9.98003668662427,0.00037661379179556307,-9.996479272850078,-9.994219590099304,0.00015790132476894576,-9.999444151556203,-9.997865138308514,-2.2258687022327787e-05,-9.99930745588478,-9.999830535029805
0,C3-P3,-0.0035380059417278596,-9.987700373432073,-9.99566088680096,0.00012096587817734788,-9.99965049719786,-9.998924701928797,-0.00012313222768466602,-9.998487773010302,-9.999719095287148,-6.557160045483675e-06,-9.999796599786594,-9.999950693047662
0,P3-O1,-0.00019637266209044426,-9.992266368136079,-9.992708206625782,-0.0010417111666269662,-9.990223269261786,-9.996473536261549,-0.0005365576429393277,-9.993598593705903,-9.998964170135295,-2.3562113761878386e-06,-9.999913911994286,-9.999969282961626
0,Fp2-F8,-0.0022874621461669003,-9.991610424725094,-9.99675721455397,1.2165795223903127e-05,-9.999954607118957,-9.999881612347613,2.7343783482359043e-07,-9.999943448689407,-9.999940714311059,-4.55919953485484e-06,-9.99937796714123,-9.9994851083303
0,F8-T4,-0.0014224502565993117,-9.994542347513772,-9.99774286059112,-0.0001314959779132492,-9.998920386525556,-9.999709362393036,-6.050051669169509e-05,-9.99921652703212,-9.999821532199038,-5.340785222588551e-06,-9.999725527016652,-9.999851035469383
0,T4-T6,-0.0010716400000714806,-9.995008896406997,-9.997420086407157,-9.719760830855128e-06,-9.999905476269255,-9.99996379483424,-1.1258806007629784e-05,-9.999820130019703,-9.99993271807978,-7.179589883960936e-07,-9.9999607212165,-9.999977593252726
0,T6-O2,-0.00017184175804385934,-9.99909712953979,-9.999483773495388,8.87571062313033e-05,-10.000295739749435,-9.999763197112047,-2.741463999751688e-05,-9.999632873552985,-9.99990701995296,-1.3512153982610236e-06,-9.99994750264785,-9.99997925620971
