label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
0,Fp2-F4,-0.00040751490292179613,-9.998245129044165,-9.999162037575738,-1.831747344341392e-05,-9.999834874348283,-9.999944779188944,2.8148216947990446e-06,-10.000010624172585,-9.999982475955637,-2.926232830482701e-07,-9.999984470438571,-9.999991347085723
0,F4-C4,-0.00092594874429046,-9.996337838370094,-9.998421223044748,-6.20536430757927e-05,-9.999433668493744,-9.999805990352199,-1.9494608250164187e-06,-9.999975879706748,-9.999995374314997,-4.965573448114478e-07,-9.999974529818225,-9.999986198915828
0,C4-P4,-0.001082310664008114,-9.995891834474982,-9.998327033469,9.565973490562668e-07,-10.000001659721573,-9.999995920137478,-1.1886185151199664e-06,-9.999977124131197,-9.999989010316348,-9.137048846433367e-07,-9.999965609093671,-9.99998708115846
0,P4-O2,-0.0011093722457569334,-9.995606222705195,-9.998102310258147,-0.00010220366810402451,-9.999209105922555,-9.999822327931179,-8.453981896879471e-06,-9.999887378480368,-9.999971918299337,-3.58757250505883e-07,-9.99997820486655,-9.999986635661937
0,Fp1-F3,-0.00019435114265619873,-9.99869800976168,-9.999135299832657,-7.547956634447562e-05,-9.99938476775277,-9.999837645150837,-3.26183170767128e-06,-9.999947466055708,-9.999980084372785,-4.7589289154777225e-07,-9.999925761070655,-9.999936944553607
0,F3-C3,-0.0029953827141516215,-9.98841235085932,-9.995151961966162,-3.011790672672257e-05,-9.999732916687494,-9.999913624127855,-2.1006506198009174e-05,-9.999656654647456,-9.999866719709436,-9.232634600975505e-07,-9.99996504340727,-9.999986740098583
0,C3-P3,-0.004817404891438354,-9.98241237073081,-9.993251531736545,-6.651282954535237e-06,-9.999942987001026,-9.999982894698753,1.0613094712850455e-06,-9.999955696242177,-9.999945083147464,-7.711680848679146e-07,-9.999957356391954,-9.999975478841948
0,P3-O1,-0.003618300772014477,-9.985879790880302,-9.994020967617335,-1.1065186322319118e-05,-9.999731601107754,-9.999797992225687,3.111300303212989e-06,-9.999994879436125,-9.999963766433092,4.985481476608758e-07,-9.999990043391351,-9.999978327509881
0,Fp2-F8,-0.0006156946454510085,-9.997823632742593,-9.999208945694857,7.147455202730989e-06,-9.999996294073181,-9.999953409341964,7.076587016066336e-07,-9.999975950324838,-9.999968873737823,-1.6350474595131242e-06,-9.999941197710008,-9.999979621325307
0,F8-T4,-0.0001565851289574588,-9.999329903243341,-9.999682219783494,-4.2732940554682305e-05,-9.999636511787303,-9.999892909430631,8.96897692757909e-05,-10.000748048751335,-9.999851151058577,-6.7195867087589556e-06,-9.999627815912717,-9.999785726200374
0,T4-T6,-0.006007885182009965,-9.978237517048434,-9.991755258707956,-5.626923732487783e-06,-9.99992918748388,-9.999962949026276,4.743346067347715e-05,-10.000370702095369,-9.999896367488635,-1.8443502135458814e-06,-9.999721513416985,-9.999764855647003
0,T6-O2,-0.006239726232217719,-9.978415881299789,-9.99245526532228,-1.4007192754257552e-05,-9.999802102153911,-9.999886145310436,-9.786778677340255e-06,-9.999857072990276,-9.99995494077705,-5.520075032059744e-07,-9.99997088218843,-9.999983854364755
0,Fp1-F7,-0.00028913734015628673,-9.998753544863568,-9.99940410387892,-1.2786011283631057e-05,-9.999889617227387,-9.999966333295088,-1.192287509154953e-05,-9.999854212860606,-9.999973441611521,-1.1499335520092868e-06,-9.999891038718715,-9.999918062157187
0,F7-T3,-0.00031111097706722365,-9.998809676006115,-9.999509675704516,-0.00012404213929802701,-9.998987847102121,-9.99973209993791,-5.689878419442897e-05,-9.999275340253002,-9.999844328094946,-9.812147748694567e-07,-9.999940655090302,-9.999963713637513
0,T3-T5,-0.0009754562339117372,-9.996559737846129,-9.99875451437243,-7.337310934500325e-06,-9.999887970132097,-9.999931993997704,-6.439830172900324e-06,-9.999857903465355,-9.999922301767084,-7.687589416774459e-07,-9.999940511696762,-9.999958577531892
0,T5-O1,-0.0009405697194315125,-9.996032295653356,-9.998148577522077,-2.005400654963238e-05,-9.999785569157929,-9.999905893197226,-8.582520327793798e-06,-9.99985638563888,-9.999942210842159,2.653987890082338e-07,-9.999966723124839,-9.999960486253297
0,Fz-Cz,-0.00014878346231206592,-9.999238890705108,-9.99957365349531,-5.288333170351521e-05,-9.99953582096392,-9.999853120954143,6.801245429512693e-06,-10.000052198228833,-9.999984185774537,-7.001211739098963e-07,-9.999972210752409,-9.999988663599996
0,Cz-Pz,-5.380548589778479e-05,-9.999598916455255,-9.999719978798526,-2.612233493622485e-05,-9.999739608647744,-9.999896342657362,-5.582399567639013e-05,-9.999296096954515,-9.999854336911278,-5.827801116640633e-06,-9.999807259516228,-9.999944212842468
0,Fp2-F4,-0.0002619226655665533,-9.998901629752547,-9.999490955750073,-2.7506058958450563e-05,-9.999687773940593,-9.999852810294344,-1.068704875287403e-05,-9.99984051656682,-9.999947387054348,-3.5616790494806297e-07,-9.999974919599058,-9.999983289544824
0,F4-C4,-0.00028727229855080483,-9.998475599487959,-9.999121962159698,-3.553895365141306e-06,-9.999941721720402,-9.999963045092594,3.997089826922586e-06,-10.000028719714098,-9.999988748815829,-2.398555020603088e-07,-9.999987760001325,-9.999993396605623
0,C4-P4,-0.00026644241431556713,-9.999062436118843,-9.999661931551053,-2.3805160340105213e-05,-9.999797292494739,-9.99994012345678,4.205601545333525e-07,-9.999997862996114,-9.999993657394569,8.15724910208312e-08,-9.999996729474049,-9.99999481252051
0,P4-O2,-0.0018705434416678456,-9.993053437416748,-9.997262160160501,-5.7295516934571786e-06,-9.9999008967416,-9.999935274051762,-4.362830193086422e-06,-9.999947487735149,-9.99999111603708,-1.0453919855823009e-06,-9.999946368949368,-9.999970935661029
0,Fp1-F3,-0.0004712389299810266,-9.998323788893106,-9.999384076485564,-3.9638164475711285e-05,-9.99959744389105,-9.999835272877904,1.8977082786556498e-05,-10.000157183979923,-9.999967413152056,-2.431005094221145e-06,-9.999888418587059,-9.999945547206773
0,F3-C3,-0.0006443073865312486,-9.996915547526424,-9.99836523914612,-2.207347350768598e-05,-9.999812660651022,-9.999945101492068,2.206855057999276e-05,-10.000175538907008,-9.999954853401208,-9.443969057758448e-08,-9.999989321817832,-9.99999154115056
0,C3-P3,-0.0001930579436942706,-9.998994847673403,-9.999429228046715,-1.0787667919354785e-05,-9.999856325625329,-9.999921051632844,-7.222263306491314e-07,-9.999873342466925,-9.999880564730232,9.015308683557706e-08,-9.999990831080042,-9.999988712482502
0,P3-O1,-0.0015417126534313737,-9.993617864303562,-9.997086717773783,-7.380288049998168e-05,-9.999405103152473,-9.999847920435473,-1.8788748063387647e-06,-9.999964832486807,-9.99998362123487,-2.9907472311334775e-07,-9.999973975687283,-9.999981003943276
0,Fp2-F8,-0.00010018276229474326,-9.999594883082926,-9.99982029429809,3.6873836605056385e-06,-9.999948869988584,-9.99992674568662,4.86188317023625e-06,-9.999985627403063,-9.999937008571361,2.4033132726910215e-08,-9.999976704419725,-9.999976139641106
0,F8-T4,-0.0005411147567114537,-9.998035921444348,-9.999253429646949,-2.5303350657396188e-06,-9.999871652886865,-9.999886834897259,0.00017694013366291477,-10.001284295140275,-9.999514893803646,2.1285123084165935e-06,-9.999888506568798,-9.99983848652955
0,T4-T6,-0.0003205116262530017,-9.998641714504954,-9.999362865664024,-2.047228803494703e-05,-9.999836484189638,-9.999959317917847,7.343048531390722e-05,-10.000442875117749,-9.999708570264609,3.339607936664909e-06,-9.999930295561464,-9.999851814774953
0,T6-O2,-0.0011894748606640596,-9.995558476282401,-9.998234794718895,1.2886617060735931e-05,-9.999998758008156,-9.99992143830579,-1.2317331151085451e-05,-9.999843648520475,-9.999966821831986,-1.425601968367609e-06,-9.999929719658772,-9.999963221305029
0,Fp1-F7,-7.44188612162435e-05,-9.999622268594027,-9.999789711031765,4.355187296352664e-06,-9.99994015966454,-9.999914028540761,9.002429531490165e-06,-10.000069706085947,-9.999979681790633,-1.6229210518798148e-06,-9.999918088850297,-9.999956227495016
0,F7-T3,-0.00031324376872253387,-9.998721368234083,-9.99942616671371,-2.3366826294205167e-05,-9.999780776072194,-9.99992097702996,5.656801506390531e-06,-9.999917642073443,-9.99986107405838,-1.6216032274935464e-07,-9.999953073234058,-9.999956884001643
0,T3-T5,-0.0003429663256243259,-9.998474363419096,-9.99924603765175,-2.0686310841279953e-05,-9.999817992813238,-9.999942110678285,-3.0177966064334567e-06,-9.99993504774296,-9.999965225709024,-4.4931495651381354e-07,-9.999942797559148,-9.999953356460626
0,T5-O1,-7.30760420727017e-05,-9.999527624661884,-9.999692045756547,9.699416085815592e-06,-9.999963235427971,-9.999905038931457,-3.5113529193267734e-06,-9.999956923654844,-9.999992037184038,-2.388836143886141e-06,-9.999912012301676,-9.999968149951057
0,Fz-Cz,-4.27901642332148e-05,-9.999650034415744,-9.999746312285268,1.3805192897729537e-06,-9.999989281891285,-9.999980998775547,-2.7611731052331933e-06,-9.999964816888621,-9.999992428619674,2.349275827596122e-07,-9.999997153615418,-9.999991632817222
0,Cz-Pz,-0.0006052057824285772,-9.997853052878703,-9.999214765889167,-3.272967002227623e-05,-9.999650014563283,-9.999846392583416,-2.9316882583021915e-06,-9.999904827689015,-9.999934144571599,-1.3632987019377199e-06,-9.999941149253113,-9.999973186772609
0,Fp2-F4,-0.0004646565614763962,-9.998309688953992,-9.999355166217313,-6.31501056211032e-05,-9.999458832379482,-9.999837733013209,8.795297189143545e-06,-10.000067570301157,-9.999979617329265,-9.482836671074842e-07,-9.9999624296677,-9.999984714333877
0,F4-C4,1.4859614355409444e-05,-9.999975403882992,-9.999941969750692,-6.200139334131363e-05,-9.999488581406675,-9.999860589766723,9.271216004496914e-06,-10.000071048432472,-9.999978336272427,-8.22818207069915e-08,-9.999993810320817,-9.999995743943604
0,C4-P4,-0.0002715560862348544,-9.99902391713371,-9.99963491832774,-1.4571983328163031e-05,-9.999804856184511,-9.99989228808448,-1.5199964074589174e-06,-9.99997551889276,-9.999990718856836,-2.3747314208121755e-07,-9.999988562319208,-9.999994142938046
0,P4-O2,-4.4540964950964236e-05,-9.998126758497678,-9.998226975668818,-2.706687734819561e-07,-9.999894023128522,-9.999895647141164,3.4991788074138613e-06,-9.999976184564161,-9.999941192776088,-1.337210123067642e-06,-9.999941019448581,-9.999972443886474
0,Fp1-F3,-0.00044228991059796965,-9.997932263678466,-9.998927415977311,-0.0010647445131969253,-9.991855260753324,-9.998243727832506,-1.4548429270953196e-05,-9.99974718381313,-9.999892668105838,-7.295997681769292e-07,-9.999890347525357,-9.99990749311991
0,F3-C3,-0.00026269670442958544,-9.998670588524108,-9.999261656109075,-2.8775597386610175e-05,-9.999727526369659,-9.999900179953979,1.1971425927238511e-05,-10.00000538420543,-9.999885669946158,-1.2686275502047577e-06,-9.999950879983347,-9.999980692730777
0,C3-P3,-0.00010942093069122746,-9.999200543498413,-9.999446740592468,-0.0002781558243131848,-9.997801644602113,-9.999470579547992,2.22047696214582e-05,-10.000160577396041,-9.999938529699827,-9.648594889107617e-07,-9.99995526671934,-9.99997794091733
0,P3-O1,-0.0011076026838591111,-9.995896713528142,-9.998388819566825,8.88291939588404e-06,-9.999921745618135,-9.99986844810176,-2.288311368561304e-05,-9.999728029536662,-9.99995686067352,-1.1111627687254739e-06,-9.999951062873532,-9.999977175198596
0,Fp2-F8,-0.00025268870563437097,-9.999100301315288,-9.999668850902966,-8.051742923528137e-07,-9.999926832757248,-9.999931663803002,-9.972578260057875e-06,-9.999864445563407,-9.999964171346008,-1.0798418854336216e-06,-9.999954158736557,-9.999979535020865
0,F8-T4,-0.0002702655080776079,-9.99883867783015,-9.999446775223324,-1.7811170441419092e-05,-9.999845358288566,-9.999952225311214,7.429828269070542e-05,-10.000534672006044,-9.999791689179137,-4.984493365811263e-06,-9.999706032684347,-9.999823168278445
0,T4-T6,-0.00023186613403283185,-9.998731162020942,-9.999252860822516,-5.2254313374171323e-05,-9.999554813705082,-9.999868339585326,0.00014946917939128712,-10.00118500253959,-9.999690310745677,-9.070383304245758e-07,-9.999845191436252,-9.999866506837018
