label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
0,Fp2-F4,0.007767879589116373,-9.99776138618394,-9.980283657108428,-0.03233856214587365,-9.694191190079785,-9.888222562955027,0.016790975405297656,-10.126491495695614,-9.958581741642638,-0.00022039662003056054,-9.983198867325992,-9.98837818789671
0,F4-C4,0.0016642699947798626,-9.903534061189834,-9.89978945370158,-0.016386063810198744,-9.817481081699727,-9.915797464560919,0.005908197038591411,-10.040691922496311,-9.981609952110396,-0.0005244492212622248,-9.978618668932034,-9.990943225631696
0,C4-P4,-0.00014011550056434378,-9.997432385834529,-9.997747645710799,-0.00011250863109548718,-9.994048862672358,-9.99472391445893,-0.0007253653414766714,-9.99025698144599,-9.997510634860756,-2.2143226653748563e-05,-9.99922392795078,-9.999744293777143
0,P4-O2,-0.004090146735544449,-9.982008408700414,-9.991211238855389,0.0007797635437963718,-9.99920471243206,-9.994526131169282,0.0002419619359880619,-10.000273894228958,-9.997854274869077,-1.871579757790218e-05,-9.999258622931059,-9.99969844417414
0,Fp1-F3,-0.3181375216187758,-8.381533764806187,-9.097343188448432,-0.056927036872733455,-9.138099301081727,-9.479661522318128,-0.09161441180308413,-8.608721630397527,-9.524865748428368,-0.00849417550745471,-9.503708411383483,-9.70332153580867
0,F3-C3,-0.2732807892838545,-8.468394236508123,-9.083276012396796,-0.04611979376455081,-9.223257230518788,-9.499975993106093,-0.08639147031375537,-8.676091089309832,-9.540005792447385,-0.0073564886553861295,-9.539537201811443,-9.712414685213018
0,C3-P3,-0.0007805707594451607,-9.993793109112717,-9.995549393321468,9.215594327172474e-05,-9.994400175964133,-9.993847240304502,0.0001244458370452015,-10.000788774274206,-9.999544315903753,-7.319551450592587e-06,-9.999292849699398,-9.999464859158486
0,P3-O1,0.00011850911417354329,-9.991213109861926,-9.990946464355035,0.0003395221060097596,-10.000651624558659,-9.9986144919226,-0.0001655593276174917,-9.997657146703958,-9.999312739980132,-6.6912457915575825e-06,-9.999000625022596,-9.999157869298697
0,Fp2-F8,-0.0348701804833786,-9.697453447376047,-9.775911353463648,0.025634958904801882,-10.06473192765774,-9.910922174228928,-0.005998612663198236,-9.919739033367215,-9.979725159999196,-0.0009414463511372973,-9.963434109961927,-9.985558099213653
0,F8-T4,-0.03450473771005124,-9.851359132453005,-9.928994792300621,0.004999366729071884,-9.952811924466241,-9.92281572409181,0.0018277810190121498,-10.00186980517633,-9.98359199498621,-5.3609434461136875e-05,-9.991393386753026,-9.992653208462864
0,T4-T6,-0.0003405651101303171,-9.996810508211894,-9.997576779709688,0.0024377948976744028,-10.01056587795906,-9.995939108573014,-0.0014243156647833631,-9.978441457346477,-9.99268461399431,-0.00292600102884091,-9.908481986522654,-9.977243010700414
0,T6-O2,-0.021538621430879725,-9.923829749302078,-9.972291647521557,0.0007443125040913264,-10.001828125926624,-9.997362250902075,-0.0009104229929291647,-9.984477782323337,-9.993582012252629,-0.0025918016867752486,-9.9211747164316,-9.98208205607082
0,Fp1-F7,-0.08055869818143337,-9.68601250060689,-9.867269571515115,-0.0010580461258553652,-9.990581258504971,-9.996929535260103,0.0014710366691585615,-10.01229451362505,-9.997584146933464,-0.0014017339454228158,-9.952560703195662,-9.985501450913098
0,F7-T3,-0.007486366062321226,-9.97211945249267,-9.988963776132893,-0.0009823762233776027,-9.991620308667864,-9.99751456600813,-1.5328219585453804e-06,-9.999466674678958,-9.999482002898544,-0.00013403024883643062,-9.994875662151044,-9.9980253729987
