label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
1,Fp2-F4,-0.009888489088974045,-9.958859649424657,-9.981108749874847,3.111840407844892e-05,-9.999684323413996,-9.999497612989526,-1.655242337244124e-05,-9.999788631379788,-9.999954155613512,-1.5248548259606295e-06,-9.999915697218228,-9.999951531306637
1,F4-C4,-0.03963249423302912,-9.845767830031539,-9.934940942055855,0.0002239768364212444,-10.00065531385188,-9.999311452833352,-0.00012147490699343119,-9.99829540483851,-9.999510153908444,-1.1867614408761503e-05,-9.999620735776189,-9.999899624714795
1,C4-P4,-0.039217925516685286,-9.860176722421656,-9.948417054834199,0.0002413232644816442,-9.99669888827834,-9.99525094869145,-0.0014100341549370123,-9.981606193855132,-9.995706535404503,-6.015628942236449e-05,-9.998067405602967,-9.999481078404392
1,P4-O2,-0.08673453026559409,-9.682698932868432,-9.877851625966018,0.00086181931579849,-9.995236560820649,-9.990065644925858,-0.0024639300641334807,-9.97044547132444,-9.995084771965775,-6.722729917914856e-05,-9.997827666989208,-9.999407508519917
1,Fp1-F3,-0.0025585159042506725,-9.989627890137537,-9.995384550922102,-4.440181077989903e-05,-9.999596589274088,-9.999863000138767,-9.815597544583101e-06,-9.999861831810323,-9.999959987785768,-6.5573807606223394e-06,-9.999783851142388,-9.999937949590262
1,F3-C3,-0.0032430257183773516,-9.987662626281146,-9.994959434147495,9.684700927468873e-05,-10.000138007121263,-9.999556925065615,-0.00013688186790206997,-9.998266862586972,-9.999635681265993,-1.2244561502968858e-05,-9.999614231670776,-9.999901978866095
1,C3-P3,-0.025868136224158338,-9.909529460564093,-9.96773276706845,-0.0001401246514624431,-9.998089727770054,-9.99893047567883,-0.0004427433873988201,-9.994047576446908,-9.998475010320897,-1.5189401023153986e-05,-9.999493355045432,-9.999850305969476
1,P3-O1,-0.019642056412043904,-9.928574510672721,-9.97276913759982,0.0016280447663537924,-10.005153438210604,-9.995385169612481,-0.0010570762562838016,-9.987267789133574,-9.997838551696411,-2.9307543758325715e-05,-9.99909682297143,-9.99978555024975
1,Fp2-F8,-0.008591968503017529,-9.962647446055627,-9.981979375187416,1.87224081420094e-05,-9.999778423333568,-9.999666088884716,-2.5948045977634856e-05,-9.999547200153504,-9.99980668061328,-4.394646762795112e-06,-9.999752690586426,-9.999855964785352
1,F8-T4,-0.1555312487242061,-9.414501683701788,-9.764446993331251,0.001189967253908438,-9.99598158362639,-9.98884178010294,-0.00505393716089392,-9.939142491896613,-9.989681863505552,-6.662256503493641e-05,-9.99768905252227,-9.999254682800592
1,T4-T6,-0.02075968939385667,-9.88607948310976,-9.932788784245938,0.0010806534409318713,-10.002664331076236,-9.996180410430645,-6.645871747106857e-05,-9.997321554078555,-9.997986141253266,-0.00013124233681934363,-9.995825888159654,-9.99891008307491
1,T6-O2,-0.0017447012193003086,-9.994089897776531,-9.998015475519956,-2.031500173423084e-05,-9.999846541819304,-9.999968431829709,-5.278814933849603e-06,-9.999939044327224,-9.999991832476562,-7.494336255791853e-08,-9.999994143280196,-9.999995904449216
1,Fp1-F7,-0.0012814315068490946,-9.99492786890221,-9.99781108979262,-0.000178122178686743,-9.997892611172409,-9.99896134424453,-9.952962985771526e-05,-9.998734531666852,-9.999729827965428,-7.246191781163876e-06,-9.999734106186981,-9.999904391693839
1,F7-T3,-0.0005535270619665041,-9.997363719054267,-9.998609154943692,1.9640237913592535e-05,-9.999495451891564,-9.999377610464082,-0.00018088390956135926,-9.997823392475345,-9.999632231570958,-9.038143648231382e-06,-9.999700566283948,-9.999912962659682
1,T3-T5,-0.02171126513956298,-9.924990087861195,-9.973840434425211,8.491072872475278e-05,-9.997974411722394,-9.997464947350046,-0.0004395699194628131,-9.99447873632051,-9.998874435515138,-1.887242872997878e-05,-9.999405226808049,-9.999848728883203
1,T5-O1,-0.02428350907782998,-9.91382062414971,-9.968458519574828,0.0003255569643403531,-10.000661806427544,-9.998708464641503,-0.000551278665294204,-9.99301362524954,-9.998526411902482,-2.3153706327019412e-05,-9.99924500956182,-9.999789121660505
1,Fz-Cz,-0.019656523883578667,-9.9239164437859,-9.968143622523952,0.0007034110799335376,-10.002705296486303,-9.998484830006701,-0.00027555184724178836,-9.99663534932955,-9.999390867801967,-2.7472217000740463e-05,-9.999145662769857,-9.999791259869374
1,Cz-Pz,-0.0678889785328924,-9.728294464844573,-9.881044666543582,0.0006533451140288874,-10.000686332824262,-9.996766262140088,-0.0010936528984571933,-9.982775614803138,-9.993712143787711,-6.665773805568721e-05,-9.997900016332157,-9.999466473176465
