label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
0,Fp2-F4,-0.0028077516909140172,-9.739297878389339,-9.745615319693895,-0.00030664247489519444,-9.98678481613873,-9.9886246709881,-6.864622214349721e-05,-9.997311477406337,-9.997997939627771,-9.789913809542003e-06,-9.999687747159477,-9.999917810134
0,F4-C4,-0.25313916779071677,-8.990488347799724,-9.560051475328837,-0.014845005264154562,-9.878266661365615,-9.967336692950543,-9.963204276073782e-05,-9.995121926499374,-9.996118246926981,-2.298903266743093e-05,-9.999302369809303,-9.999842612076987
0,C4-P4,-0.12399917096413657,-9.479014814409148,-9.758012949078454,0.000741025972249396,-10.000305682781255,-9.995859526947758,-7.573644839754518e-05,-9.998929868602378,-9.999687233086354,-2.156269078445541e-05,-9.999309821285282,-9.999816544518717
0,P4-O2,-0.03994975665525258,-9.747384631574501,-9.83727158404882,-0.0075030435645966126,-9.942647606706931,-9.98766586809451,0.0003471668293529485,-10.001202142504289,-9.997730474210758,1.1932974087498822e-05,-9.999821620588731,-9.999541195697676
0,Fp1-F3,-0.36227195170229365,-8.477634514687194,-9.292746406017354,-0.018102484000062213,-9.857912644574403,-9.966527548574776,-0.0006627551291812971,-9.991714725533537,-9.99834227682535,-1.342851658428465e-05,-9.999555289208269,-9.999870859348
0,F3-C3,-0.34793108719103194,-8.585551572090381,-9.368396518270202,-0.00476013703637977,-9.960824626739711,-9.98938544895799,-0.0002040907281418484,-9.995654767080202,-9.997695674361621,-2.108620390103939e-05,-9.999349413875123,-9.999844939666797
0,C3-P3,-0.0850164561521758,-9.607806498369298,-9.799093524711694,-0.0012244441355289558,-9.985339775996644,-9.992686440809818,-0.00011667205131159272,-9.996739241084114,-9.99790596159723,-2.643942271728983e-05,-9.999201043841017,-9.999822370274874
0,P3-O1,-0.20603905227456412,-9.203510010035245,-9.667097877653015,-0.0031499384337837126,-9.976183384142704,-9.995083014745406,-0.00016000161916260847,-9.996729736855105,-9.99832975304673,-2.0743776993951914e-05,-9.99936463173234,-9.999852110491696
0,Fp2-F8,-0.21753342997977385,-8.973706348521059,-9.46315656597555,-0.006000541798721459,-9.938272064012464,-9.974275314804792,-0.00014144404311976095,-9.996684234385897,-9.998098674817095,-2.5348359005433487e-05,-9.999166277326246,-9.999761963762873
0,F8-T4,-0.14481888354325292,-9.408430252308921,-9.73427274028124,-0.008589940016591805,-9.923446158902683,-9.974985799002233,-0.002035430525182799,-9.97569680305672,-9.99605110830855,-3.2354366800178476e-05,-9.99897082644178,-9.999731154061585
