label,channel,delta_slope,delta_intercept,delta_midband,theta_slope,theta_intercept,theta_midband,alpha_slope,alpha_intercept,alpha_midband,beta_slope,beta_intercept,beta_midband
0,Fp2-F4,-0.03218932928549167,-9.830457935862928,-9.902883926755283,-0.0028341621710677766,-9.973417535028222,-9.990422508054628,-0.00018541205529597942,-9.996339135267833,-9.998193255820793,-5.0183746259929615e-05,-9.998288481474374,-9.999467799511482
0,F4-C4,-0.02489952635915764,-9.884261063666973,-9.940284997975077,-0.0006702032198111237,-9.994376198281792,-9.998397417600659,0.0008770588334653867,-10.006950099036827,-9.998179510702172,-5.496117109826533e-05,-9.998203593612422,-9.99949518113323
0,C4-P4,-0.015699398822839286,-9.941993081177833,-9.977316728529221,-0.0003080134581327214,-9.99749770120157,-9.999345781950367,1.842080065838486e-05,-10.000055751597378,-9.999871543590794,-7.197470997089963e-06,-9.999765620699092,-9.999934761267523
0,P4-O2,-0.015174070626790609,-9.944956412044684,-9.979098070954963,-0.0008548166096228973,-9.993072190708856,-9.998201090366594,-1.4144666886883774e-06,-9.999643397760021,-9.999657542426908,-4.713450515412024e-06,-9.999836773699947,-9.999947539787058
0,Fp1-F3,-0.08432521969982724,-9.63740785456968,-9.827139598894291,-0.00013656296101754488,-9.984024399509144,-9.984843777275248,-0.0004963583738896174,-9.99044176895758,-9.995405352696476,-3.630034051471166e-05,-9.998741749302745,-9.99959480730484
0,F3-C3,-0.04943795233335392,-9.729021386167105,-9.840256778917151,-0.00014931320151089048,-9.996871102112781,-9.997766981321845,-0.0010812505568132858,-9.98477731566318,-9.995589821231313,-0.0001355607969680958,-9.995672529428289,-9.998858208157039
0,C3-P3,-0.0020155625922515592,-9.985285500695849,-9.989820516528415,0.0006929018416329659,-10.00285896122366,-9.998701550173863,-0.0022516552591757056,-9.967513437333078,-9.990029989924835,-0.00013544868690625373,-9.996002920400464,-9.999185964542761
0,P3-O1,0.003949984629870349,-9.993876486545293,-9.984989021128085,-0.002736788517767419,-9.977293875759543,-9.993714606866147,0.0003360686516197357,-10.000368653354506,-9.997007966838309,-1.0315220427479646e-05,-9.999610788833344,-9.99985319651339
0,Fp2-F8,-0.006405052548588894,-9.898855785206994,-9.91326715344132,-0.007963035731730765,-9.932362155828601,-9.980140370218985,-0.0017283140629740367,-9.979927322392333,-9.997210463022073,-8.470503703724284e-05,-9.997380182241416,-9.999370750611792
0,F8-T4,-0.048277516917948585,-9.81731268456516,-9.925937097630543,1.5035872131969586e-05,-9.99954881410962,-9.999458598876828,0.00035877287366872936,-10.002348111034616,-9.99876038229793,-4.957835619132851e-05,-9.998414573834344,-9.99957966520484
0,T4-T6,-0.01711237490995766,-9.936992261171431,-9.975495104718837,-0.0016243791996264317,-9.98651208580751,-9.996258361005268,4.280558966554039e-05,-10.000192445510045,-9.99976438961339,-1.1570341903456807e-05,-9.999581185408276,-9.999853088443007
0,T6-O2,-0.018362889094421957,-9.93331790189803,-9.974634402360481,2.1443063974450708e-05,-9.999774117450766,-9.999645459066919,2.7594695747266474e-05,-9.99960114889556,-9.999325201938086,-6.492896754117308e-06,-9.999792476348619,-9.999945059422341
0,Fp1-F7,-0.13165119646853624,-9.363560059551814,-9.659775251606021,-0.0026679067660141794,-9.95131712534383,-9.967324565939917,-0.0012904049399647226,-9.980177125690481,-9.99308117509013,-0.00015791696713687137,-9.995269360872534,-9.99898040960025
0,F7-T3,-0.005024681376977201,-9.969733847599267,-9.981039380697466,-0.001980456530895501,-9.979760008020481,-9.991642747205853,-0.0003316118149678244,-9.995489730019223,-9.998805848168901,-1.3070309256715922e-05,-9.999485598516014,-9.999792750783547
0,T3-T5,-0.07156435992491095,-9.729079599777863,-9.890099409608913,0.00031315529369955607,-10.000472850134376,-9.998593918372178,0.00015743042725023195,-9.999114800918164,-9.997540496645662,-5.589082257296756e-05,-9.998351907682586,-9.999665342013051
0,T5-O1,-0.004490781266605302,-9.955757850423952,-9.965862108273814,-0.0031677093805815575,-9.973678242446884,-9.992684498730373,0.0004342547569620995,-10.002021197182366,-9.997678649612745,-1.0657301044253289e-05,-9.999630080054189,-9.99988052662873
